Name,student_id,gender,program,gpa,previous_results,course_information,module_credits,ca_weight,final_exam_weight,ca_marks,final_exam_marks,total_marks,final_grade,lecture_attendance,attendance_percentage,assignment_marks,exam_results,quiz_scores,submission_status,login_frequency,time_spent_lms,resources_accessed,forum_chat_activity,course_start_date,click_count,assessment_date,assessment_type,assessment_score,assessment_max_score,Predicted_Risk_Level,Learning_Style,assignment_due_date,assignment_submission_date,sessions_attended,total_sessions_held,click_timestamp,module_id,pass_fail_status,assignment_max_marks,Non_Engaged_Modules
Kavya Herath,ST3544,Female,ITM,1.9,Average,Software Engineering,3,30,70,12.9,21.8,34.7,F,23,77.5,12.9,31.2,39,On-time,10,86,25,15,27/02/2025 0:00,242,4/04/2025 0:00,Practical,80,100,Medium Risk,Highly Engaged,20/03/2025 0:00,20/03/2025 0:00,26,26,4/04/2025 9:29,MOD-IN2201,Fail,30,UI/UX Design
Ushan Rambukwella,ST3545,Male,ITM,2.78,Average,Software Engineering,3,30,70,23.9,57.8,81.7,A,13,44.8,23.9,82.6,87,On-time,2,89,42,3,23/03/2025 0:00,121,25/03/2025 0:00,Midterm,17,50,Medium Risk,Passive Learner,11/06/2025 0:00,12/06/2025 0:00,6,27,25/03/2025 10:28,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Ruwan Panchacharam,ST3546,Male,ITM,3.44,Good,Software Engineering,3,30,70,10.4,60.3,70.7,A-,26,85.5,10.4,86.2,77,Late,17,76,32,13,27/02/2025 0:00,409,9/05/2025 0:00,Quiz,86,100,Low Risk,Highly Engaged,17/04/2025 0:00,20/04/2025 0:00,25,27,9/05/2025 16:25,MOD-IN2201,Pass,30,General
Ranga Liyanage,ST3547,Male,IT,2.6,Average,Software Engineering,3,30,70,24.0,46.8,70.8,A-,16,52.8,24.0,66.8,88,Late,18,54,16,12,6/02/2025 0:00,458,7/04/2025 0:00,Midterm,27,30,Medium Risk,At-Risk Learner,9/04/2025 0:00,14/04/2025 0:00,17,26,7/04/2025 9:51,MOD-IN2201,Pass,30,General
Waruni Perera,ST3548,Female,IT,3.92,Average,Software Engineering,3,30,70,23.2,25.0,48.2,C,8,27.3,23.2,35.7,65,On-time,23,72,23,1,23/03/2025 0:00,263,27/04/2025 0:00,Final Exam,5,20,Medium Risk,Highly Engaged,18/06/2025 0:00,15/06/2025 0:00,11,25,27/04/2025 21:37,MOD-IN2201,Pass,30,Software Engineering Methods
Malith Nanayakkara,ST3549,Male,IT,3.07,Average,Software Engineering,3,30,70,7.2,33.3,40.5,F,18,60.6,7.2,47.6,62,Late,7,88,37,12,6/04/2025 0:00,264,1/06/2025 0:00,Midterm,14,20,Medium Risk,Moderate Learner,7/07/2025 0:00,11/07/2025 0:00,4,28,1/06/2025 14:53,MOD-IN2201,Fail,30,Managing Software Projects
Ajith Opatha,ST3550,Male,IT,1.87,Average,Software Engineering,3,30,70,16.5,23.8,40.3,F,11,37.0,16.5,34.0,63,Late,10,14,42,10,23/03/2025 0:00,94,31/05/2025 0:00,Midterm,26,50,High Risk,At-Risk Learner,25/05/2025 0:00,27/05/2025 0:00,8,28,31/05/2025 18:11,MOD-IN2201,Fail,30,"Agile & Scrum, Requirements Engineering"
Eranga Silva,ST3551,Male,ITM,2.31,Good,Software Engineering,3,30,70,26.3,20.5,46.8,C,15,50.3,26.3,29.3,37,Late,17,71,14,1,6/02/2025 0:00,184,23/04/2025 0:00,Lab,6,50,Medium Risk,At-Risk Learner,19/02/2025 0:00,21/02/2025 0:00,18,28,23/04/2025 18:47,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Osada Piyarathna,ST3552,Male,IT,3.25,Good,Software Engineering,3,30,70,11.4,16.9,28.3,F,9,28.9,11.4,24.1,39,On-time,21,17,11,7,23/03/2025 0:00,478,8/06/2025 0:00,Presentation,17,20,High Risk,At-Risk Learner,5/04/2025 0:00,6/04/2025 0:00,21,27,8/06/2025 19:33,MOD-IN2201,Fail,30,Software Testing
Madhawa Subasinghe,ST3553,Male,ITM,3.63,Average,Software Engineering,3,30,70,6.3,66.4,72.7,A-,21,68.5,6.3,94.8,40,On-time,23,59,42,12,6/02/2025 0:00,348,4/05/2025 0:00,Presentation,10,30,Low Risk,Highly Engaged,10/04/2025 0:00,9/04/2025 0:00,11,27,4/05/2025 21:13,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Eranga Liyanage,ST3554,Male,IT,2.49,Good,Software Engineering,3,30,70,21.5,63.6,85.1,A+,22,74.7,21.5,90.8,94,On-time,21,26,32,10,5/03/2025 0:00,54,23/06/2025 0:00,Midterm,56,100,Low Risk,Moderate Learner,16/05/2025 0:00,18/05/2025 0:00,19,28,23/06/2025 20:52,MOD-IN2201,Pass,30,Agile & Scrum
Hiruni Perera,ST3555,Female,IT,3.66,Good,Software Engineering,3,30,70,15.3,33.1,48.4,C,29,95.2,15.3,47.3,42,Late,21,73,20,0,5/03/2025 0:00,60,8/05/2025 0:00,Midterm,17,30,Medium Risk,Passive Learner,18/04/2025 0:00,19/04/2025 0:00,18,25,8/05/2025 20:37,MOD-IN2201,Pass,30,"Agile & Scrum, Requirements Engineering"
Tharsini Zoysa,ST3556,Female,IT,3.32,Good,Software Engineering,3,30,70,7.3,20.3,27.6,F,6,20.6,7.3,29.0,95,On-time,18,19,33,9,15/01/2025 0:00,371,21/04/2025 0:00,Presentation,47,50,Medium Risk,At-Risk Learner,25/02/2025 0:00,22/02/2025 0:00,10,27,21/04/2025 13:44,MOD-IN2201,Fail,30,Agile & Scrum
Rashmi Rajapaksha,ST3557,Female,ITM,3.51,Average,Software Engineering,3,30,70,27.0,58.6,85.6,A+,13,41.8,27.0,83.7,83,On-time,25,66,5,9,15/04/2025 0:00,151,23/07/2025 0:00,Midterm,17,20,Low Risk,Highly Engaged,17/06/2025 0:00,16/06/2025 0:00,23,27,23/07/2025 13:30,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Supun Pathirana,ST3558,Male,ITM,2.1,Good,Software Engineering,3,30,70,23.0,27.4,50.4,C+,26,85.3,23.0,39.2,28,On-time,23,64,28,8,23/03/2025 0:00,429,24/06/2025 0:00,Presentation,14,20,Medium Risk,Moderate Learner,23/04/2025 0:00,25/04/2025 0:00,11,26,24/06/2025 20:35,MOD-IN2201,Pass,30,Requirements Engineering
Yasodha Pathirana,ST3559,Female,IT,2.87,Average,Software Engineering,3,30,70,28.4,40.7,69.1,B+,21,71.3,28.4,58.2,68,On-time,20,55,31,2,6/04/2025 0:00,120,19/04/2025 0:00,Assignment,75,100,Medium Risk,Moderate Learner,7/05/2025 0:00,6/05/2025 0:00,27,27,19/04/2025 8:27,MOD-IN2201,Pass,30,Managing Software Projects
Nuwan Siriwardana,ST3560,Male,IT,1.86,Good,Software Engineering,3,30,70,21.4,26.0,47.4,C,7,22.6,21.4,37.2,36,Late,7,91,36,14,27/02/2025 0:00,51,22/03/2025 0:00,Presentation,25,50,High Risk,At-Risk Learner,29/05/2025 0:00,26/05/2025 0:00,18,26,22/03/2025 22:21,MOD-IN2201,Pass,30,Software Development Models
Oshan Ranawaka,ST3561,Male,IT,2.36,Good,Software Engineering,3,30,70,24.1,30.2,54.3,C+,19,62.9,24.1,43.1,40,On-time,3,27,19,12,15/04/2025 0:00,120,30/06/2025 0:00,Final Exam,19,20,Medium Risk,Passive Learner,27/05/2025 0:00,29/05/2025 0:00,9,25,30/06/2025 20:20,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Piyumi Jayasinghe,ST3562,Female,ITM,2.73,Good,Software Engineering,3,30,70,25.5,14.0,39.5,F,25,82.0,25.5,20.0,49,On-time,17,34,29,7,27/02/2025 0:00,500,14/03/2025 0:00,Quiz,73,100,Medium Risk,Moderate Learner,25/05/2025 0:00,23/05/2025 0:00,22,25,14/03/2025 16:19,MOD-IN2201,Fail,30,Software Testing
Malini Zoysa,ST3563,Female,ITM,1.99,Weak,Software Engineering,3,30,70,16.9,17.3,34.2,F,20,65.0,16.9,24.7,85,On-time,7,53,20,10,15/01/2025 0:00,304,13/02/2025 0:00,Lab,24,50,Medium Risk,Moderate Learner,5/02/2025 0:00,2/02/2025 0:00,5,27,13/02/2025 15:48,MOD-IN2201,Fail,30,"Software Testing, Software Measurement"
Kavinda Wickramasinghe,ST3564,Male,IT,3.49,Average,Software Engineering,3,30,70,22.9,62.7,85.6,A+,16,53.0,22.9,89.6,55,On-time,19,56,30,1,23/03/2025 0:00,459,26/05/2025 0:00,Assignment,27,30,Low Risk,At-Risk Learner,27/05/2025 0:00,29/05/2025 0:00,25,25,26/05/2025 22:20,MOD-IN2201,Pass,30,Software Development Models
Gayasha Liyanage,ST3565,Female,IT,2.34,Weak,Software Engineering,3,30,70,25.1,62.6,87.7,A+,24,80.5,25.1,89.5,34,On-time,7,31,20,0,27/02/2025 0:00,444,14/05/2025 0:00,Final Exam,77,100,Medium Risk,Moderate Learner,4/06/2025 0:00,2/06/2025 0:00,14,25,14/05/2025 20:05,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Kalani Edirisinghe,ST3566,Female,IT,3.32,Average,Software Engineering,3,30,70,20.5,35.4,55.9,B-,10,34.5,20.5,50.6,62,Late,3,19,24,15,6/02/2025 0:00,210,30/03/2025 0:00,Midterm,36,50,Medium Risk,Passive Learner,9/03/2025 0:00,9/03/2025 0:00,4,28,30/03/2025 22:01,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Bandara Thilakarathne,ST3567,Male,IT,1.88,Average,Software Engineering,3,30,70,23.4,17.6,41.0,F,27,90.8,23.4,25.2,67,On-time,17,36,19,7,15/04/2025 0:00,76,11/06/2025 0:00,Assignment,26,30,Medium Risk,Moderate Learner,2/05/2025 0:00,7/05/2025 0:00,13,27,11/06/2025 20:00,MOD-IN2201,Fail,30,"Managing Software Projects, Software Maintenance & Evolution"
Chathuni Ganesan,ST3568,Female,IT,2.64,Weak,Software Engineering,3,30,70,17.3,27.2,44.5,F,18,58.6,17.3,38.8,41,On-time,10,13,34,9,6/04/2025 0:00,350,17/06/2025 0:00,Midterm,8,20,Medium Risk,Moderate Learner,2/06/2025 0:00,2/06/2025 0:00,25,28,17/06/2025 11:38,MOD-IN2201,Fail,30,Software Development Models
Vishaka Liyanage,ST3569,Female,ITM,3.08,Weak,Software Engineering,3,30,70,28.3,56.0,84.3,A,9,30.6,28.3,80.0,33,On-time,6,73,36,10,15/01/2025 0:00,296,8/02/2025 0:00,Midterm,9,20,Medium Risk,At-Risk Learner,26/04/2025 0:00,26/04/2025 0:00,5,28,8/02/2025 18:42,MOD-IN2201,Pass,30,Requirements Engineering
Dinesh Piyarathna,ST3570,Male,ITM,2.48,Weak,Software Engineering,3,30,70,17.1,26.8,43.9,F,13,42.3,17.1,38.3,83,Late,19,24,26,8,15/04/2025 0:00,333,2/06/2025 0:00,Quiz,8,30,Medium Risk,At-Risk Learner,13/05/2025 0:00,16/05/2025 0:00,7,30,2/06/2025 9:02,MOD-IN2201,Fail,30,"Software Maintenance & Evolution, Software Testing"
Oshadi Piyarathna,ST3571,Female,IT,3.46,Weak,Software Engineering,3,30,70,10.1,25.7,35.8,F,9,30.1,10.1,36.7,78,On-time,4,41,28,12,15/01/2025 0:00,460,21/02/2025 0:00,Assignment,27,50,Medium Risk,Passive Learner,11/03/2025 0:00,11/03/2025 0:00,14,26,21/02/2025 13:24,MOD-IN2201,Fail,30,Software Engineering Methods
Uthpala Sivarajah,ST3572,Female,ITM,3.88,Average,Software Engineering,3,30,70,21.8,50.8,72.6,A-,8,28.1,21.8,72.6,58,On-time,17,55,15,9,23/03/2025 0:00,98,30/04/2025 0:00,Final Exam,24,30,Low Risk,At-Risk Learner,1/04/2025 0:00,3/04/2025 0:00,8,27,30/04/2025 19:55,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Supun Jayaweera,ST3573,Male,ITM,2.88,Average,Software Engineering,3,30,70,6.3,24.1,30.4,F,8,25.8,6.3,34.4,27,On-time,18,66,25,1,6/02/2025 0:00,472,20/02/2025 0:00,Final Exam,64,100,High Risk,Highly Engaged,14/05/2025 0:00,14/05/2025 0:00,27,27,20/02/2025 13:23,MOD-IN2201,Fail,30,Software Testing
Ruwan Kumara,ST3574,Male,ITM,2.2,Good,Software Engineering,3,30,70,29.4,26.2,55.6,B-,21,69.4,29.4,37.4,93,Late,11,55,28,14,23/03/2025 0:00,262,10/06/2025 0:00,Presentation,67,100,Medium Risk,Moderate Learner,7/04/2025 0:00,9/04/2025 0:00,15,25,10/06/2025 11:39,MOD-IN2201,Pass,30,General
Kavya Liyanage,ST3575,Female,ITM,3.82,Good,Software Engineering,3,30,70,17.2,20.8,38.0,F,13,43.4,17.2,29.7,78,On-time,5,30,42,6,27/02/2025 0:00,439,30/03/2025 0:00,Presentation,13,50,Medium Risk,Passive Learner,20/03/2025 0:00,19/03/2025 0:00,24,25,30/03/2025 10:48,MOD-IN2201,Fail,30,Software Engineering Methods
Dilrukshi Ranawaka,ST3576,Female,ITM,3.07,Good,Software Engineering,3,30,70,16.3,43.7,60.0,B,18,60.4,16.3,62.4,57,Late,2,71,18,9,27/02/2025 0:00,250,26/03/2025 0:00,Practical,23,30,Medium Risk,Passive Learner,7/05/2025 0:00,7/05/2025 0:00,10,28,26/03/2025 22:14,MOD-IN2201,Pass,30,"Software Measurement, General"
Visal Nanayakkara,ST3577,Male,IT,2.1,Good,Software Engineering,3,30,70,26.5,32.3,58.8,B-,11,35.9,26.5,46.2,48,Late,13,96,41,13,6/02/2025 0:00,290,17/05/2025 0:00,Final Exam,6,20,Medium Risk,Highly Engaged,27/03/2025 0:00,24/03/2025 0:00,10,25,17/05/2025 9:45,MOD-IN2201,Pass,30,UI/UX Design
Jayantha Herath,ST3578,Male,IT,3.56,Good,Software Engineering,3,30,70,14.9,27.7,42.6,F,15,51.4,14.9,39.6,77,Late,2,55,37,15,6/02/2025 0:00,223,6/05/2025 0:00,Lab,21,30,Medium Risk,Passive Learner,20/04/2025 0:00,18/04/2025 0:00,24,25,6/05/2025 20:35,MOD-IN2201,Fail,30,General
Madhawa Panchacharam,ST3579,Male,IT,2.81,Good,Software Engineering,3,30,70,20.1,31.9,52.0,C+,26,86.6,20.1,45.6,92,On-time,17,69,31,3,23/03/2025 0:00,273,7/04/2025 0:00,Midterm,96,100,Medium Risk,Moderate Learner,20/05/2025 0:00,23/05/2025 0:00,27,27,7/04/2025 10:05,MOD-IN2201,Pass,30,Managing Software Projects
Yasodha Rambukwella,ST3580,Female,IT,2.53,Average,Software Engineering,3,30,70,28.4,12.7,41.1,F,11,36.9,28.4,18.2,44,Late,12,86,42,5,15/01/2025 0:00,190,3/04/2025 0:00,Quiz,47,50,High Risk,At-Risk Learner,15/04/2025 0:00,14/04/2025 0:00,12,27,3/04/2025 18:23,MOD-IN2201,Fail,30,Requirements Engineering
Pavithra Liyanage,ST3581,Female,ITM,2.14,Average,Software Engineering,3,30,70,7.0,33.5,40.5,F,9,28.5,7.0,47.8,73,On-time,22,83,31,6,27/02/2025 0:00,95,9/04/2025 0:00,Quiz,23,30,High Risk,At-Risk Learner,12/04/2025 0:00,13/04/2025 0:00,5,26,9/04/2025 12:50,MOD-IN2201,Fail,30,Requirements Engineering
Chamara Liyanage,ST3582,Male,ITM,1.99,Good,Software Engineering,3,30,70,27.5,64.1,91.6,A+,10,34.7,27.5,91.6,30,On-time,14,38,32,14,15/01/2025 0:00,56,11/04/2025 0:00,Lab,19,30,Medium Risk,Passive Learner,15/02/2025 0:00,13/02/2025 0:00,27,28,11/04/2025 20:11,MOD-IN2201,Pass,30,Software Engineering Methods
Visal Yapa,ST3583,Male,ITM,2.33,Average,Software Engineering,3,30,70,8.9,27.5,36.4,F,8,26.9,8.9,39.3,53,Late,24,47,28,5,5/03/2025 0:00,162,30/03/2025 0:00,Lab,20,100,High Risk,At-Risk Learner,18/04/2025 0:00,15/04/2025 0:00,27,30,30/03/2025 12:58,MOD-IN2201,Fail,30,Agile & Scrum
Pradeep Vithanage,ST3584,Male,IT,2.59,Average,Software Engineering,3,30,70,17.1,15.1,32.2,F,21,70.4,17.1,21.6,66,On-time,22,44,39,3,6/02/2025 0:00,327,30/04/2025 0:00,Final Exam,12,50,Medium Risk,Moderate Learner,18/05/2025 0:00,19/05/2025 0:00,22,26,30/04/2025 21:48,MOD-IN2201,Fail,30,Software Development Models
Tharsini Ranawaka,ST3585,Female,ITM,3.3,Good,Software Engineering,3,30,70,21.6,11.3,32.9,F,19,62.7,21.6,16.1,32,On-time,21,29,38,9,15/01/2025 0:00,122,28/01/2025 0:00,Practical,9,100,Medium Risk,Moderate Learner,8/02/2025 0:00,6/02/2025 0:00,13,25,28/01/2025 22:06,MOD-IN2201,Fail,30,Requirements Engineering
Methuli Vithanage,ST3586,Female,IT,3.22,Excellent,Software Engineering,3,30,70,6.1,11.1,17.2,F,17,57.6,6.1,15.9,56,On-time,13,27,22,14,5/03/2025 0:00,412,28/04/2025 0:00,Quiz,6,20,High Risk,At-Risk Learner,21/05/2025 0:00,19/05/2025 0:00,28,28,28/04/2025 10:37,MOD-IN2201,Fail,30,Software Engineering Methods
Hiruni Gunawardena,ST3587,Female,IT,2.64,Weak,Software Engineering,3,30,70,7.2,23.9,31.1,F,27,88.6,7.2,34.1,69,Late,4,97,16,12,27/02/2025 0:00,464,11/04/2025 0:00,Quiz,42,100,Medium Risk,Moderate Learner,15/05/2025 0:00,16/05/2025 0:00,15,26,11/04/2025 8:57,MOD-IN2201,Fail,30,Software Measurement
Rashmi Rajapaksha,ST3588,Female,IT,2.47,Average,Software Engineering,3,30,70,14.8,26.7,41.5,F,10,34.0,14.8,38.2,60,On-time,15,66,26,3,6/02/2025 0:00,215,25/02/2025 0:00,Practical,71,100,High Risk,At-Risk Learner,26/02/2025 0:00,24/02/2025 0:00,15,25,25/02/2025 14:34,MOD-IN2201,Fail,30,UI/UX Design
Rashika Gunasekara,ST3589,Female,IT,2.49,Excellent,Software Engineering,3,30,70,21.5,30.3,51.8,C+,16,52.9,21.5,43.3,49,On-time,17,18,21,9,6/02/2025 0:00,228,4/03/2025 0:00,Assignment,6,100,Medium Risk,Passive Learner,16/05/2025 0:00,15/05/2025 0:00,4,27,4/03/2025 13:39,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Visal Panchacharam,ST3590,Male,ITM,3.53,Average,Software Engineering,3,30,70,18.1,14.1,32.2,F,29,96.1,18.1,20.2,58,On-time,12,78,27,12,5/03/2025 0:00,100,19/03/2025 0:00,Midterm,19,100,Medium Risk,Highly Engaged,9/04/2025 0:00,12/04/2025 0:00,26,26,19/03/2025 13:40,MOD-IN2201,Fail,30,UI/UX Design
Yasith Gamlath,ST3591,Male,ITM,2.81,Good,Software Engineering,3,30,70,26.6,47.7,74.3,A-,27,91.3,26.6,68.1,54,On-time,3,13,39,3,27/02/2025 0:00,97,6/06/2025 0:00,Midterm,10,20,Medium Risk,Passive Learner,23/03/2025 0:00,27/03/2025 0:00,26,26,6/06/2025 12:51,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Ruchira Weerasinghe,ST3592,Male,IT,2.12,Average,Software Engineering,3,30,70,21.6,26.3,47.9,C,12,40.1,21.6,37.6,33,On-time,21,65,24,6,6/04/2025 0:00,380,16/05/2025 0:00,Final Exam,30,30,High Risk,At-Risk Learner,18/06/2025 0:00,16/06/2025 0:00,23,28,16/05/2025 13:20,MOD-IN2201,Pass,30,Software Engineering Methods
Tilan Gunasekara,ST3593,Male,ITM,2.81,Average,Software Engineering,3,30,70,28.9,23.5,52.4,C+,26,87.5,28.9,33.6,73,On-time,11,33,28,4,23/03/2025 0:00,204,2/07/2025 0:00,Final Exam,60,100,Medium Risk,Passive Learner,20/04/2025 0:00,20/04/2025 0:00,21,27,2/07/2025 20:21,MOD-IN2201,Pass,30,General
Ishan Dissanayake,ST3594,Male,IT,3.07,Weak,Software Engineering,3,30,70,20.6,34.7,55.3,B-,23,78.1,20.6,49.6,91,On-time,25,67,29,4,6/02/2025 0:00,280,16/03/2025 0:00,Practical,29,50,Low Risk,Highly Engaged,5/04/2025 0:00,3/04/2025 0:00,12,25,16/03/2025 8:01,MOD-IN2201,Pass,30,Software Development Models
Udani Vithanage,ST3595,Female,IT,1.99,Good,Software Engineering,3,30,70,14.7,61.4,76.1,A,18,60.2,14.7,87.7,75,On-time,16,53,36,8,6/04/2025 0:00,493,9/07/2025 0:00,Presentation,21,50,Medium Risk,Moderate Learner,12/04/2025 0:00,10/04/2025 0:00,24,30,9/07/2025 16:03,MOD-IN2201,Pass,30,UI/UX Design
Kavya Panchacharam,ST3596,Female,IT,3.39,Weak,Software Engineering,3,30,70,10.5,41.0,51.5,C+,9,28.9,10.5,58.6,86,Late,20,49,8,13,5/03/2025 0:00,165,3/05/2025 0:00,Lab,15,20,Medium Risk,Highly Engaged,13/05/2025 0:00,11/05/2025 0:00,11,26,3/05/2025 15:01,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Piyumi Jeyarajah,ST3597,Female,IT,3.09,Average,Software Engineering,3,30,70,27.5,62.5,90.0,A+,24,80.6,27.5,89.3,78,On-time,25,53,23,8,23/03/2025 0:00,367,6/05/2025 0:00,Quiz,6,20,Low Risk,Moderate Learner,14/05/2025 0:00,11/05/2025 0:00,29,30,6/05/2025 12:45,MOD-IN2201,Pass,30,General
Ajith Nanayakkara,ST3598,Male,ITM,2.04,Excellent,Software Engineering,3,30,70,25.3,37.9,63.2,B,26,86.2,25.3,54.1,57,Late,2,47,30,15,5/03/2025 0:00,252,27/04/2025 0:00,Midterm,95,100,Medium Risk,Moderate Learner,3/04/2025 0:00,4/04/2025 0:00,12,25,27/04/2025 8:00,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Imasha Udagedara,ST3599,Female,ITM,2.54,Average,Software Engineering,3,30,70,12.0,60.1,72.1,A-,24,79.8,12.0,85.8,74,On-time,12,53,39,7,5/03/2025 0:00,166,21/03/2025 0:00,Midterm,59,100,Medium Risk,Moderate Learner,6/05/2025 0:00,3/05/2025 0:00,12,28,21/03/2025 10:00,MOD-IN2201,Pass,30,Software Engineering Methods
Pavithra Ganesan,ST3600,Female,ITM,3.33,Good,Software Engineering,3,30,70,9.0,20.9,29.9,F,22,74.3,9.0,29.9,64,Late,20,63,24,15,23/03/2025 0:00,175,6/07/2025 0:00,Presentation,7,100,Medium Risk,Moderate Learner,15/06/2025 0:00,16/06/2025 0:00,11,28,6/07/2025 22:15,MOD-IN2201,Fail,30,Requirements Engineering
Oshadi Rathnayake,ST3601,Female,IT,3.69,Weak,Software Engineering,3,30,70,20.8,30.4,51.2,C+,17,57.7,20.8,43.5,55,On-time,21,18,11,3,15/04/2025 0:00,136,3/07/2025 0:00,Presentation,19,20,Medium Risk,Passive Learner,1/05/2025 0:00,1/05/2025 0:00,8,26,3/07/2025 16:17,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Hiruni Bandara,ST3602,Female,IT,3.54,Good,Software Engineering,3,30,70,15.0,21.6,36.6,F,26,88.0,15.0,30.8,91,On-time,7,49,34,1,27/02/2025 0:00,366,3/03/2025 0:00,Assignment,24,30,Medium Risk,Passive Learner,11/04/2025 0:00,10/04/2025 0:00,28,28,3/03/2025 20:25,MOD-IN2201,Fail,30,Software Measurement
Balaji Ranawaka,ST3603,Male,IT,2.98,Good,Software Engineering,3,30,70,10.3,20.3,30.6,F,24,80.1,10.3,29.0,91,On-time,2,61,22,15,15/01/2025 0:00,272,24/04/2025 0:00,Practical,95,100,Medium Risk,Passive Learner,13/02/2025 0:00,18/02/2025 0:00,21,25,24/04/2025 14:21,MOD-IN2201,Fail,30,Requirements Engineering
Nimal Bandara,ST3604,Male,ITM,1.9,Average,Software Engineering,3,30,70,22.6,20.6,43.2,F,18,58.5,22.6,29.4,34,On-time,19,20,17,10,6/04/2025 0:00,428,6/04/2025 0:00,Final Exam,14,20,High Risk,At-Risk Learner,16/04/2025 0:00,17/04/2025 0:00,6,25,6/04/2025 12:15,MOD-IN2201,Fail,30,Agile & Scrum
Oneli Munasinghe,ST3605,Female,ITM,3.36,Weak,Software Engineering,3,30,70,29.3,60.8,90.1,A+,7,24.0,29.3,86.8,36,Late,24,39,22,1,15/01/2025 0:00,230,13/02/2025 0:00,Quiz,77,100,Medium Risk,At-Risk Learner,28/02/2025 0:00,27/02/2025 0:00,7,30,13/02/2025 17:23,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Malith Fernando,ST3606,Male,IT,3.58,Average,Software Engineering,3,30,70,17.1,27.8,44.9,F,29,98.0,17.1,39.7,37,On-time,25,99,26,2,6/02/2025 0:00,377,2/05/2025 0:00,Final Exam,11,30,Low Risk,Highly Engaged,7/03/2025 0:00,6/03/2025 0:00,25,26,2/05/2025 9:20,MOD-IN2201,Fail,30,UI/UX Design
Methuli Gunasekara,ST3607,Female,IT,3.8,Excellent,Software Engineering,3,30,70,23.5,21.8,45.3,C,28,94.9,23.5,31.1,32,On-time,17,20,23,11,23/03/2025 0:00,221,11/07/2025 0:00,Practical,20,20,Medium Risk,Moderate Learner,21/05/2025 0:00,25/05/2025 0:00,20,27,11/07/2025 21:34,MOD-IN2201,Pass,30,UI/UX Design
Eranga Subasinghe,ST3608,Male,IT,3.95,Excellent,Software Engineering,3,30,70,13.2,51.9,65.1,B+,21,71.3,13.2,74.2,68,Late,21,37,8,7,15/01/2025 0:00,332,24/02/2025 0:00,Assignment,8,20,Low Risk,Moderate Learner,4/02/2025 0:00,4/02/2025 0:00,27,27,24/02/2025 10:07,MOD-IN2201,Pass,30,Software Development Models
Oneli Edirisinghe,ST3609,Female,IT,1.97,Weak,Software Engineering,3,30,70,22.3,46.8,69.1,B+,25,82.9,22.3,66.8,62,On-time,9,19,36,13,15/04/2025 0:00,141,1/07/2025 0:00,Midterm,6,20,Medium Risk,Passive Learner,27/05/2025 0:00,28/05/2025 0:00,12,25,1/07/2025 11:31,MOD-IN2201,Pass,30,Software Testing
Gayasha Bandara,ST3610,Female,IT,3.55,Good,Software Engineering,3,30,70,26.9,12.5,39.4,F,23,75.5,26.9,17.9,61,Late,2,41,39,0,23/03/2025 0:00,442,8/04/2025 0:00,Presentation,18,20,Medium Risk,Passive Learner,17/06/2025 0:00,20/06/2025 0:00,23,25,8/04/2025 9:07,MOD-IN2201,Fail,30,Software Measurement
Tharushi Subasinghe,ST3611,Female,ITM,3.07,Average,Software Engineering,3,30,70,28.9,62.5,91.4,A+,9,31.6,28.9,89.3,34,On-time,7,10,34,4,15/01/2025 0:00,456,18/04/2025 0:00,Assignment,16,20,Medium Risk,Passive Learner,31/01/2025 0:00,3/02/2025 0:00,19,27,18/04/2025 12:42,MOD-IN2201,Pass,30,General
Oneli Panchacharam,ST3612,Female,ITM,1.93,Average,Software Engineering,3,30,70,19.9,43.5,63.4,B,14,46.7,19.9,62.2,92,Late,21,38,18,3,6/02/2025 0:00,172,9/03/2025 0:00,Midterm,29,30,Medium Risk,At-Risk Learner,7/03/2025 0:00,10/03/2025 0:00,28,28,9/03/2025 12:57,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Pradeep Herath,ST3613,Male,ITM,2.0,Good,Software Engineering,3,30,70,23.8,19.9,43.7,F,20,65.2,23.8,28.5,95,On-time,12,31,26,14,6/04/2025 0:00,478,26/05/2025 0:00,Midterm,5,20,Medium Risk,Moderate Learner,10/05/2025 0:00,10/05/2025 0:00,26,26,26/05/2025 12:33,MOD-IN2201,Fail,30,General
